MA0139.1	CTCF	30.8378310877
MA0147.3	MYC	14.3339872497
MA0732.1	EGR3	10.6671916266
MA0636.1	BHLHE41	8.8864169757
MA0516.1	SP2	8.52819411508
MA0685.1	SP4	8.4130798816
MA0511.2	RUNX2	8.17836418676
MA0644.1	ESX1	7.71143208961
MA0696.1	ZIC1	7.38214915109
MA0119.1	NFIC::TLX1	6.8114749867
MA0599.1	KLF5	6.74452039729
MA1100.1	ASCL1	6.5964893556
MA1101.1	BACH2	6.47297779513
MA0112.2	ESR1	6.3756533746
MA0651.1	HOXC11	6.30077452857
MA0475.1	FLI1	6.18659025023
MA0138.1	REST	6.02429203572
MA1134.1*TPM	FOS::JUNB	5.81127160211
MA0478.1	FOSL2	5.33655139879
MA0662.1	MIXL1	5.17575259876
MA0799.1	RFX4	5.07377209418
MA0740.1	KLF14	4.93841770661
MA0104.4	MYCN	4.78656542873
MA0734.1	GLI2	4.69178429394
MA0472.2	EGR2	4.50722844082
MA1130.1	FOSL2::JUN	4.38848834295
MA1145.1	FOSL2::JUND(var.2)	4.29867608073
MA0873.1	HOXD12	4.25781346823
MA0103.3*TPM	ZEB1	4.2126285462
MA0474.2	ERG	4.1932500313
MA0668.1	NEUROD2	4.19051523676
MA0014.3	PAX5	4.18137019995
MA0525.1	TP63	4.13521084507
MA0527.1*TPM	ZBTB33	4.05710662267
MA0003.1	TFAP2A	3.96060543058
MA0648.1	GSC	3.8274959698
MA0748.1	YY2	3.82104978245
MA0524.1	TFAP2C	3.76176104342
MA0099.3*TPM	FOS::JUN	3.6758184221
MA1103.1	FOXK2	3.63761780831
MA0076.1*TPM	ELK4	3.62756783024
MA1114.1	PBX3	3.60026690987
MA1146.1	NR1A4::RXRA	3.60011561414
MA0697.1	ZIC3	3.56770222333
MA0506.1*TPM	NRF1	3.55169295297
MA0014.2	PAX5	3.48073440482
MA0106.2	TP53	3.46612592386
MA0024.2*TPM	E2F1	3.38064337108
MA0695.1	ZBTB7C	3.36042427985
MA0598.1	EHF	3.18470383312
MA0027.2*TPM	EN1	3.09737697497
MA1109.1	NEUROD1	3.08821284281
MA1114.1*TPM	PBX3	3.06022687339
MA0076.2*TPM	ELK4	3.05283815843
MA1101.1*TPM	BACH2	2.91284000781
MA0783.1	PKNOX2	2.8538386094
MA0671.1*TPM	NFIX	2.77810720525
MA0009.2	T	2.74812365612
MA0048.1*TPM	NHLH1	2.7412377956
MA0652.1	IRF8	2.70991875166
MA0039.3	KLF4	2.69101819212
MA0037.3	GATA3	2.67838646982
MA0872.1	TFAP2A(var.3)	2.6608325726
MA0657.1	KLF13	2.64495047067
MA0112.1	ESR1	2.61991528648
MA0163.1	PLAG1	2.57115431596
MA0024.3*TPM	E2F1	2.54215219643
MA0024.1*TPM	E2F1	2.53300337875
MA0692.1*TPM	TFEB	2.46271005149
MA1102.1*TPM	CTCFL	2.45672513117
MA0822.1	HES7	2.45546720273
MA0138.2	REST	2.42860867906
MA0669.1	NEUROG2	2.41893564744
MA0818.1	BHLHE22	2.4168822068
MA0779.1	PAX1	2.41476330673
MA0478.1*TPM	FOSL2	2.40144812945
MA0103.3	ZEB1	2.3935389467
MA0018.1*TPM	CREB1	2.36852371183
MA0751.1	ZIC4	2.34701471898
MA0154.2	EBF1	2.33719924646
MA0810.1	TFAP2A(var.2)	2.30028835639
MA0750.2*TPM	ZBTB7A	2.28401628098
MA0710.1	NOTO	2.28367028057
MA0003.2	TFAP2A	2.26111138497
MA0007.2	AR	2.2183193415
MA1141.1*TPM	FOS::JUND	2.18458045384
MA0781.1	PAX9	2.17512393746
MA0746.1	SP3	2.16354075888
MA0748.1*TPM	YY2	2.13978787817
MA0099.2*TPM	FOS::JUN	2.01819457144
MA0815.1	TFAP2C(var.3)	2.01531232127
MA0003.3	TFAP2A	2.01395210755
MA0048.1	NHLH1	1.98640419971
MA1130.1*TPM	FOSL2::JUN	1.97481975433
MA0098.3*TPM	ETS1	1.96904720374
MA0787.1	POU3F2	1.94834129773
MA0645.1*TPM	ETV6	1.94132856949
MA1145.1*TPM	FOSL2::JUND(var.2)	1.93440423633
MA0863.1*TPM	MTF1	1.92495409012
MA0909.1	HOXD13	1.83266207128
MA0842.1	NRL	1.82501905774
MA1144.1	FOSL2::JUND	1.82018700249
MA0842.1*TPM	NRL	1.80676886716
MA0028.1*TPM	ELK1	1.80424973556
MA0060.1*TPM	NFYA	1.79470986871
MA0161.2	NFIC	1.78756054574
MA0665.1	MSC	1.77709882079
MA0162.3*TPM	EGR1	1.74028985459
MA0765.1*TPM	ETV5	1.72931632419
MA0105.2*TPM	NFKB1	1.7182262094
MA0140.2*TPM	GATA1::TAL1	1.71401991317
MA0504.1*TPM	NR2C2	1.70825927611
MA0101.1	REL	1.69754265806
MA1123.1	TWIST1	1.68254851282
MA0511.1	RUNX2	1.6770272897
MA1133.1*TPM	JUN::JUNB(var.2)	1.67094576069
MA0761.1*TPM	ETV1	1.66139015688
MA1122.1*TPM	TFDP1	1.65502335103
MA0076.1	ELK4	1.64889446829
MA1150.1	RORB	1.6123126144
MA0735.1	GLIS1	1.60475884992
MA0673.1	NKX2-8	1.60353953062
MA0470.1*TPM	E2F4	1.57250839916
MA0027.2	EN1	1.57227257613
MA0525.1*TPM	TP63	1.57138012113
MA1107.1*TPM	KLF9	1.56280923738
MA0058.1*TPM	MAX	1.56183922186
MA0066.1	PPARG	1.55969114215
MA0484.1	HNF4G	1.54671373902
MA0737.1	GLIS3	1.54031443563
MA0510.1*TPM	RFX5	1.53981731243
MA0774.1*TPM	MEIS2	1.51812553525
MA0736.1	GLIS2	1.51658754473
MA1117.1	RELB	1.5146816646
MA0841.1*TPM	NFE2	1.51222351771
MA0806.1	TBX4	1.50114136499
MA0805.1	TBX1	1.50114136499
MA0473.1	ELF1	1.4966638945
MA0716.1	PRRX1	1.48295568404
MA0630.1	SHOX	1.48295568404
MA0717.1	RAX2	1.48295568404
MA0701.1	LHX9	1.48295568404
MA0721.1	UNCX	1.48295568404
MA0654.1	ISX	1.48295568404
MA0781.1*TPM	PAX9	1.47908427747
MA0149.1*TPM	EWSR1-FLI1	1.47534362896
MA0692.1	TFEB	1.47467667754
MA0813.1	TFAP2B(var.3)	1.44662738661
MA1127.1	FOSB::JUN	1.43325529185
MA0477.1*TPM	FOSL1	1.43042268991
MA0163.1*TPM	PLAG1	1.41413487378
MA0065.1	PPARG::RXRA	1.39088162561
MA0600.1*TPM	RFX2	1.38861324138
MA0076.2	ELK4	1.38765370838
MA0711.1*TPM	OTX1	1.37361497819
MA1108.1*TPM	MXI1	1.37293854524
MA0155.1	INSM1	1.34996961291
MA0131.1*TPM	HINFP	1.33745949679
MA0834.1*TPM	ATF7	1.32631685364
MA0789.1	POU3F4	1.31354890288
MA0137.2*TPM	STAT1	1.30512871042
MA0150.1*TPM	NFE2L2	1.28677643887
MA0646.1	GCM1	1.27599037856
MA0831.1*TPM	TFE3	1.26728570805
MA0833.1*TPM	ATF4	1.25665073737
MA0700.1	LHX2	1.25619568791
MA0744.1	SCRT2	1.24253965511
MA0597.1*TPM	THAP1	1.23987764387
MA0686.1	SPDEF	1.23234417857
MA0801.1*TPM	MGA	1.23185309749
MA0162.2*TPM	EGR1	1.22471333711
MA0491.1*TPM	JUND	1.22461644104
MA1134.1	FOS::JUNB	1.22342560044
MA0100.3*TPM	MYB	1.22282815688
MA0036.3*TPM	GATA2	1.22177356194
MA0914.1*TPM	ISL2	1.21771502931
MA0599.1*TPM	KLF5	1.21401367151
MA0114.2	HNF4A	1.20827441894
MA0074.1	RXRA::VDR	1.20184074651
MA0839.1*TPM	CREB3L1	1.19213587287
MA1140.1*TPM	JUNB(var.2)	1.18721416497
MA1132.1*TPM	JUN::JUNB	1.16656081115
MA0750.1*TPM	ZBTB7A	1.16496280556
MA0513.1*TPM	SMAD2::SMAD3::SMAD4	1.16447464613
MA0844.1*TPM	XBP1	1.15871405861
MA1106.1*TPM	HIF1A	1.1554041563
MA0691.1*TPM	TFAP4	1.15072252085
MA0863.1	MTF1	1.14580600603
MA0079.2*TPM	SP1	1.13605672665
MA1117.1*TPM	RELB	1.13601124845
MA0522.2*TPM	TCF3	1.11815527408
MA0486.1	HSF1	1.1035129445
MA0471.1*TPM	E2F6	1.10315795723
MA0887.1	EVX1	1.09748980008
MA0749.1*TPM	ZBED1	1.08565549106
MA0592.1*TPM	ESRRA	1.07535092779
MA0079.1*TPM	SP1	1.0686146198
MA0060.2*TPM	NFYA	1.06698232365
MA1135.1	FOSB::JUNB	1.06588329155
MA0090.1	TEAD1	1.05212782399
MA0730.1*TPM	RARA(var.2)	1.04864399584
MA0886.1	EMX2	1.04432613042
MA0079.3*TPM	SP1	1.0386045506
MA0259.1*TPM	ARNT::HIF1A	1.02331170286
MA0760.1*TPM	ERF	1.01675328898
MA0741.1*TPM	KLF16	1.0017054482
MA1149.1*TPM	RARA::RXRG	0.975535802157
MA0490.1*TPM	JUNB	0.971530311937
MA0488.1*TPM	JUN	0.971429415662
MA1116.1*TPM	RBPJ	0.959906494147
MA0812.1	TFAP2B(var.2)	0.956957085367
MA0062.1*TPM	GABPA	0.952524547541
MA0466.2*TPM	CEBPB	0.944134942662
MA0028.2*TPM	ELK1	0.938526212628
MA0526.2*TPM	USF2	0.935415087599
MA0060.3*TPM	NFYA	0.927779646626
MA0496.2*TPM	MAFK	0.92681268082
MA0659.1*TPM	MAFG	0.920561210486
MA0776.1	MYBL1	0.91697462893
MA0093.2*TPM	USF1	0.904268995782
MA0641.1*TPM	ELF4	0.902312560865
MA0131.2*TPM	HINFP	0.895150261329
MA0046.2	HNF1A	0.885174055132
MA0767.1	GCM2	0.876916223737
MA0003.1*TPM	TFAP2A	0.871333194728
MA0156.2*TPM	FEV	0.845852536767
MA0763.1*TPM	ETV3	0.824162356333
MA1144.1*TPM	FOSL2::JUND	0.819084151119
